Title,Opponent,Score,Date,Location (City),Location (Stadium),Latitude,Longitude,Cost,Description,Source,Relation,Rights,Reference URL,CONTENTdm number,Image Link
"Football Program. Idaho - Utah State, 09/19/1959, Neale Stadium, Moscow (Idaho)",Utah State,0-14,9/19/1959,Moscow (Idaho),Neale Stadium,46.726493,-117.015431,$0.50,"Official souvenir program of the Idaho - Utah State football game, Tuesday, September 19, 1959, Neale Stadium, Moscow (Idaho). Cover depicts a picture of a football player and a football.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,42",42,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=42&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=5442&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - College of the Pacific, 11/14/1953, Neale Stadium, Moscow (Idaho)",College of the Pacific,0-33,11/14/1953,Moscow (Idaho),Neale Stadium,46.726513,-117.015411,$0.25,"Official souvenir program of the Idaho - Collage of the Pacific football game, Saturday, November 14, 1953, Neale Stadium, Moscow (Idaho). Official Program. Cover depicts picture of fans cheering their team on.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,45",45,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=45&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=5545&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Parsons College, 11/10/1962, Neale Stadium, Moscow (Idaho)",Oregon State,0-32,11/10/1962,Moscow (Idaho),Neale Stadium,46.726533,-117.015391,$0.25,"Official souvenir program of the Idaho - University of Oregon football game, Saturday, November 10, 1962, Neale Stadium, Moscow (Idaho). Homecoming. Cover depicts a picture of a football players in blue running.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,47",47,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=47&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=5647&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Parsons College, 10/28/1967, Neale Stadium, Moscow (Idaho)",Parsons College,28-27,10/28/1967,Moscow (Idaho),Neale Stadium,46.726553,-117.015371,$0.50,"Official souvenir program of the Idaho - Parsons (Iowa) football game, Saturday, October 28, 1967, Neale Stadium, Moscow (Idaho). Dad's Day. Cover depicts a picture of a football player running.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,48",48,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=48&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=5748&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Air Force Academy, 10/10/1959, Neale Stadium, Moscow (Idaho)",Air Force Academy,0-21,10/10/1959,Moscow (Idaho),Neale Stadium,46.726573,-117.015351,$0.50,"Official souvenir program of the Idaho - Air Force Academy football game, Saturday, October 10, 1959, Neale Stadium, Moscow (Idaho). Cover depicts a picture of a football player in a blue uniform running with a football and football player in a red uniform about to tackle him.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,51",51,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=51&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=5851&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Oregon State, 10/31/1959, Neale Stadium, Moscow (Idaho)",Oregon State,7-45,10/31/1959,Moscow (Idaho),Neale Stadium,46.726253,-117.015671,$0.25,"Official souvenir program of the Idaho - Oregon State football game, Saturday, October 31, 1959, Neale Stadium, Moscow (Idaho). Homecoming. Cover depicts a picture of a football player in a red uniform and a woman cheering.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,54",54,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=54&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=5954&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - College of the Pacific, 10/19/1963, Neale Stadium, Moscow (Idaho)",College of the Pacific,64-6,10/19/1963,Moscow (Idaho),Neale Stadium,46.726273,-117.015691,$0.50,"Official souvenir program of the Idaho - Collage of the Pacific football game, Saturday, October 19, 1963, Neale Stadium, Moscow (Idaho). Homecoming. Cover depicts pictures of a football player in a play.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,56",56,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=56&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=6056&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Montana State University, 11/21/1959, Neale Stadium, Moscow (Idaho)",Montana State University,9-6,11/21/1959,Moscow (Idaho),Neale Stadium,46.726293,-117.015711,$0.25,"Official souvenir program of the Idaho - Montana State University football game, Saturday, November 21, 1959, Neale Stadium, Moscow (Idaho). Dad's Day. Cover depicts a picture of a football player in a blue uniform kicking a football.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,58",58,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=58&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=6158&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Farragut Navy, 10/13/1945, Neale Stadium.",Farragut Navy,1-18,10/13/1945,Moscow (Idaho),Neale Stadium,46.726313,-117.015731,$0.25,"Official souvenir program of the Idaho - Farragut College football game, Saturday, October 13, 1945, Neale Stadium. Cover depicts picture of football player.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,60",60,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=60&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=6260&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Fresno State College, 09/21/1963, Neale Stadium, Moscow (Idaho)",Fresno State College,32-8,9/21/1963,Moscow (Idaho),Neale Stadium,46.726333,-117.015751,$0.50,"Official souvenir program of the Idaho - Fresno State College football game, Saturday, September 21, 1963, Neale Stadium, Moscow (Idaho). Parents Day. Cover depicts picture of football players tackling each other.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,61",61,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=61&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=6361&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Fresno State College, 10/26/1957, Neale Stadium, Moscow (Idaho)",Fresno State College,20-6,10/26/1957,Moscow (Idaho),Neale Stadium,46.726353,-117.015771,$0.25,"Official souvenir program of the Idaho - Fresno State College football game, Saturday, October 26, 1957, Neale Stadium, Moscow (Idaho). Homecoming. Cover depicts picture of two football players about to tackle each other.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,65",65,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=65&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=6465&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Idaho State, 09/29/1962, Neale Stadium, Moscow (Idaho)",Idaho State,9-6,9/29/1962,Moscow (Idaho),Neale Stadium,46.726373,-117.015791,$0.25,"Official souvenir program of the Idaho - Idaho State football game, Saturday, September 29, 1962, Neale Stadium, Moscow (Idaho). Parents Day. Cover depicts picture of football players tackling each other.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,70",70,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=70&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=6570&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Idaho State, 11/13/1965, Neale Stadium, Moscow (Idaho)",Idaho State,15-7,11/13/1965,Moscow (Idaho),Neale Stadium,46.726393,-117.015811,$0.50,"Official souvenir program of the Idaho - Idaho State football game, Saturday, November 13, 1965, Neale Stadium, Moscow (Idaho). Homecoming. Cover depicts picture of a bunch of random items such as a guitar, first prize trophy.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,72",72,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=72&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=6672&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Montana State, 10/07/1967, Neale Stadium, Moscow (Idaho)",Montana State,14-41,10/7/1967,Moscow (Idaho),Neale Stadium,46.726413,-117.015831,$0.50,"Official souvenir program of the Idaho - Montana State football game, Saturday, October 07, 1967, Neale Stadium, Moscow (Idaho). Homecoming. Cover depicts picture of two football players running.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,74",74,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=74&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=6774&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Montana, 10/28/1939, Neale Stadium, Moscow (Idaho)",University of Montana,0-13,10/28/1939,Moscow (Idaho),Neale Stadium,46.726433,-117.015851,$0.25,"Official souvenir program of the Idaho - University of Montana football game, Saturday, October 28, 1933, Neale Stadium, Moscow (Idaho). Homecoming game. Cover depicts a man cartoon character kissing a female cartoon character's hand.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,79",79,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=79&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=6879&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Montana, 11/02/1957, Neale Stadium, Moscow (Idaho)",University of Montana,31-13,11/2/1957,Moscow (Idaho),Neale Stadium,46.726453,-117.015871,$0.25,"Official souvenir program of the Idaho - University of Montana football game, Saturday,November 2, 1957, Neale Stadium, Moscow (Idaho). Cover depicts two football players trying to catch the ball.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,80",80,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=80&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=6980&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Montana, 11/12/1966, Neale Stadium, Moscow (Idaho)",University of Montana,40-6,11/12/1966,Moscow (Idaho),Neale Stadium,46.726473,-117.015891,$0.50,"Official souvenir program of the Idaho - University of Montana football game, Saturday, November 12, 1966, Neale Stadium, Moscow (Idaho). Dad's Day. Cover depicts a football player in a blue uniform with a football.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,81",81,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=81&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7081&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Montana, 11/19/1955, Neale Stadium, Moscow (Idaho)",University of Montana,31-0,11/19/1955,Moscow (Idaho),Neale Stadium,46.726493,-117.015911,$0.25,"Official souvenir program of the Idaho - University of Montana football game, Tuesday, November 19, 1955, Neale Stadium, Moscow (Idaho). Dad's Day. Cover depicts a picture of a cartoon kid in a football uniform with a dog sitting next to him.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,82",82,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=82&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7182&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Montana, 01/01/1937, Neale Stadium, Moscow (Idaho)",University of Montana,6-0,1/1/1937,Moscow (Idaho),Neale Stadium,46.726513,-117.015931,$0.25,"Official souvenir program of the Idaho - University of Montana football game, Saturday, November 19, 1955, Neale Stadium, Moscow (Idaho). Dad's Day. Cover depicts a picture of a football player and other football players tackling each other.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,83",83,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=83&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7283&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Montana State University, 09/30/1939, Neale Stadium, Moscow (Idaho)",Montana State University,7-6,9/30/1939,Moscow (Idaho),Neale Stadium,46.726533,-117.015951,$0.25,"Official souvenir program of the Idaho - University of Montana football game, Saturday, September 30, 1939, Neale Stadium, Moscow (Idaho).  Dad's Day. Cover depicts a picture of two cartoon characters pointing to a painting of a cartoon football player.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,85",85,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=85&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7385&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Montana State University, 09/30/1950, Neale Stadium, Moscow (Idaho)",Montana State University,27-28,9/30/1950,Moscow (Idaho),Neale Stadium,46.726553,-117.015971,$0.25,"Official souvenir program of the Idaho - Montana State University football game, Saturday, September 30, 1939, Neale Stadium, Moscow (Idaho). Cover depicts a picture of a play written out and a football player running.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,87",87,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=87&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7487&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Montana State University, 10/29/1938, Neale Stadium, Moscow (Idaho)",Montana State University,19-6,10/29/1938,Moscow (Idaho),Neale Stadium,46.726573,-117.015991,$0.25,"Official souvenir program of the Idaho - Montana State University football game, Saturday, October 29, 1938, Neale Stadium, Moscow (Idaho).  Homecoming. Cover depicts a picture of a cartoon kid kicking a football.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,91",91,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=91&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7591&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Montana State University, 11/08/1952, Neale Stadium, Moscow (Idaho)",Montana State University,27-0,11/8/1952,Moscow (Idaho),Neale Stadium,46.726593,-117.016011,$0.25,"Official souvenir program of the Idaho - Montana State University football game, Saturday, November 08, 1952, Neale Stadium, Moscow (Idaho). Cover depicts a picture of a football player in a red uniform carrying a football.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,92",92,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=92&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7692&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - North Dakota State, 11/20/1965, Neale Stadium, Moscow (Idaho)",Montana State University,54-0,11/20/1965,Moscow (Idaho),Neale Stadium,46.726613,-117.016031,$0.50,"Official souvenir program of the Idaho - Montana State University football game, Saturday, November 20, 1965, Neale Stadium, Moscow (Idaho). Cover depicts a picture of a football players in white uniform and one in a blue uniform.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,93",93,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=93&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7793&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - North Dakota Agricultural College, 11/13/1954, Neale Stadium, Moscow (Idaho)",North Dakota State,45-0,11/13/1954,Moscow (Idaho),Neale Stadium,46.726633,-117.016051,$0.25,"Official souvenir program of the Idaho - Montana State University football game, Saturday, November 13, 1954, Neale Stadium, Moscow (Idaho). Dad's Day. Cover depicts a picture of a football player in white uniform and one in a blue uniform.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,94",94,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=94&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7894&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - North Dakota State College, 10/08/1938, Neale Stadium, Moscow (Idaho)",North Dakota Agricultural College,27-0,10/8/1938,Moscow (Idaho),Neale Stadium,46.726653,-117.016071,$0.25,"Official souvenir program of the Idaho - North Dakota State football game, Saturday, November 13, 1954, Neale Stadium, Moscow (Idaho). Cover depicts a picture of a cartoon character boy running with a football and a dog.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,95",95,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=95&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7995&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Oregon State, 10/18/1952, Neale Stadium, Moscow (Idaho)",North Dakota State College,54-9,10/18/1952,Moscow (Idaho),Neale Stadium,46.726673,-117.016091,$0.25,"Official souvenir program of the Idaho - North Dakota Agricultural College football game, Saturday, October 18, 1952, Neale Stadium, Moscow (Idaho). Dad's Day. Cover depicts a picture of a cartoon character old man watching a football game.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,96",96,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=96&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=8096&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
